,SV_0,SV_1,SV_2,SV_3,SV_4,SV_5,SV_6,SV_7,SV_8,SV_9,SV_10,year
381,"('apache-kafka', 0.0007242074786268655)","('user-interface', 0.0017936841724724014)","('pytorch', 0.00046975659952574)","('nltk', 0.00135264074720595)","('recursion', 0.0007412927315151507)","('histogram', 0.0011776833095826513)","('nan', 0.0013020957594920971)","('win32com', 0.0001513056088408235)","('ubuntu', 0.001309282035636506)","('lstm', 0.0018643431178774843)","('graph', 0.0009463871403056699)",2018
382,"('win32com', 0.0007228331266785359)","('flask-sqlalchemy', 0.0018051034469159697)","('azure', 0.00047570277077781337)","('vectorization', 0.0013832236637476712)","('azure', 0.0007463111736298632)","('append', 0.0011816743626195609)","('multi-index', 0.0013493836855518492)","('ffmpeg', 0.00015834162212981397)","('unit-testing', 0.0013614745582323899)","('sql', 0.0018910317498335022)","('node.js', 0.0009782824118728564)",2018
383,"('xgboost', 0.0007207061288480639)","('rest', 0.0018306885770554555)","('android', 0.0004763918458717818)","('cython', 0.0013852384224598531)","('jinja2', 0.0007682207179845536)","('pyqt4', 0.0012143409955285207)","('discord.py', 0.0013614709253038627)","('random-forest', 0.00018756963435168767)","('bash', 0.0013699671923657823)","('performance', 0.0019323768472858617)","('datetime', 0.0009835764022114429)",2018
384,"('odoo-10', 0.0007198087007744082)","('file', 0.0018468097921188976)","('google-bigquery', 0.0004992559148492238)","('object-detection', 0.001386618660668882)","('python-import', 0.0007781022994536488)","('networkx', 0.001251278936386456)","('counter', 0.0013698301336749917)","('cluster-analysis', 0.00019083101860234688)","('statsmodels', 0.001375126469914045)","('text', 0.0019384021080631848)","('algorithm', 0.0010419389865241602)",2018
385,"('maya', 0.0007197745047419924)","('ubuntu', 0.0019523897397249333)","('computer-vision', 0.0005071307099366638)","('sorting', 0.0013941082257732413)","('linux', 0.0007842277284796387)","('xpath', 0.001276299313980996)","('optimization', 0.0014347872931801393)","('plotly-dash', 0.00019133312740625332)","('python-multithreading', 0.0013863934783993118)","('integer', 0.0019522325238187077)","('flask-wtforms', 0.0010647257672602448)",2018
386,"('bioinformatics', 0.0007163658876113487)","('computer-vision', 0.0020121915655646914)","('c#', 0.0005110855880558293)","('raspberry-pi', 0.0014237555958084532)","('raspberry-pi', 0.00079037279002178)","('excel', 0.0012795753478115532)","('sum', 0.0014687660679901765)","('pillow', 0.000193600567710752)","('raspberry-pi', 0.0014212712407029949)","('iterator', 0.002160822364194469)","('mongodb', 0.0010673502370907167)",2018
387,"('queue', 0.0007160379547926162)","('django-admin', 0.0020328428930835333)","('conditional', 0.000521365701913906)","('matlab', 0.0014296334209149032)","('nltk', 0.0007962751450345456)","('if-statement', 0.0012906853354171638)","('lambda', 0.001472073346451632)","('grid-search', 0.00019836791030659735)","('time-series', 0.0014763189864111098)","('max', 0.0021805302928600595)","('screen-scraping', 0.0010675618492856252)",2018
388,"('flask-wtforms', 0.0007151345322454831)","('ajax', 0.0020398756365871407)","('django-queryset', 0.0005242262746290795)","('rnn', 0.001457154186646516)","('urllib', 0.0008166857851869549)","('split', 0.0013020774993254887)","('filter', 0.001483831013864124)","('heroku', 0.00020686837249157505)","('google-app-engine', 0.0014948645419025036)","('time-series', 0.0022539811109933312)","('java', 0.0010740915649793278)",2018
389,"('fft', 0.0007113661994192905)","('django-queryset', 0.002041160997051578)","('vectorization', 0.0005449485082342153)","('tuples', 0.0014875082083576957)","('lxml', 0.0008540894419095729)","('math', 0.0013181776350946067)","('group-by', 0.001484243252396537)","('cross-validation', 0.00021537165512557793)","('flask-sqlalchemy', 0.0015250076398691105)","('nlp', 0.0023878398598595092)","('scrapy-spider', 0.0011114792480264337)",2018
390,"('mod-wsgi', 0.0007077985162134528)","('unit-testing', 0.002072005091971609)","('rnn', 0.0005488395014070002)","('list-comprehension', 0.001532790282490067)","('boto3', 0.0008554651795577004)","('animation', 0.0013237224780010826)","('python-requests', 0.001503995270336469)","('qt', 0.00022447301388044236)","('pycharm', 0.001528378250591648)","('slice', 0.0024016748211541936)","('http', 0.0011685079861367834)",2018
391,"('operating-system', 0.0007045520064478768)","('google-cloud-platform', 0.002073594881815735)","('seaborn', 0.0005546021018718573)","('tensor', 0.0015375778298614491)","('pivot', 0.0008812831223558275)","('performance', 0.0013377263453976584)","('duplicates', 0.0015389710244323501)","('numpy-broadcasting', 0.00022573392720112457)","('unicode', 0.0015581449342301516)","('multidimensional-array', 0.0024684091152536295)","('google-chrome', 0.0011887147453657721)",2018
392,"('numpy-broadcasting', 0.0006943434918439742)","('bash', 0.0021249009600400382)","('concatenation', 0.0005567823426047947)","('subprocess', 0.0015549217720382774)","('mysql', 0.0009057439355543863)","('flask-sqlalchemy', 0.0013582280351074117)","('iteration', 0.0015640707591289883)","('networkx', 0.00027360586464765936)","('docker', 0.0015595911823519252)","('combinations', 0.0025754117262020296)","('request', 0.0012295498218746366)",2018
393,"('unix', 0.000691534389340728)","('pytest', 0.0021457323734059056)","('heroku', 0.0005603905818149527)","('classification', 0.0015752730227759355)","('web-crawler', 0.0009232493420110892)","('sqlite', 0.0013848641650833983)","('javascript', 0.0015697504429343684)","('firebase', 0.0002755339233669772)","('sklearn-pandas', 0.0015861507332526363)","('input', 0.002802597259527973)","('web', 0.0012950862368443438)",2018
394,"('logistic-regression', 0.0006863769113835242)","('algorithm', 0.002171687870093683)","('ajax', 0.0005776496121805974)","('sqlalchemy', 0.0016140663416438692)","('webdriver', 0.0009431044890658413)","('selenium-chromedriver', 0.0014122110180944428)","('dask', 0.0016179245634223465)","('image', 0.0002756846126846064)","('amazon-web-services', 0.0016153354986978563)","('int', 0.00282255421067985)","('css', 0.0013410537526075566)",2018
395,"('random-forest', 0.000685958034627739)","('api', 0.002180170481996854)","('jquery', 0.0005897375542768322)","('optimization', 0.001734145952090577)","('join', 0.000989299077487588)","('sympy', 0.0014633596930266346)","('numpy-broadcasting', 0.00162238672986935)","('scikit-image', 0.00027797714489284837)","('postgresql', 0.0016305109244240054)","('search', 0.0028469626732144718)","('ajax', 0.0014281561178914395)",2018
396,"('scapy', 0.0006852536121082105)","('pytorch', 0.0021990336893644557)","('forms', 0.0005947600180269774)","('tensorflow-datasets', 0.0017699882386366854)","('oop', 0.0009952196944941064)","('cython', 0.0015265633908270004)","('concatenation', 0.001653562698798384)","('telegram', 0.00029757010211410427)","('pyqt5', 0.0017008977086450314)","('variables', 0.002888264216948434)","('jquery', 0.0014363821877704363)",2018
397,"('linear-algebra', 0.0006833948151571492)","('java', 0.002300454558740685)","('dataset', 0.000620432530322649)","('numpy-ndarray', 0.0017721133592234792)","('pytest', 0.0009987513052643426)","('datetime', 0.0015377260980459742)","('c++', 0.0017483367903658152)","('aiohttp', 0.0002996341050757398)","('virtualenv', 0.0017212264822054789)","('lambda', 0.0029415737392579394)","('spacy', 0.0014790647041139622)",2018
398,"('key', 0.0006801658984833656)","('macos', 0.0023280458671102754)","('categorical-data', 0.0006366380275034638)","('seaborn', 0.0017741941683520977)","('bokeh', 0.0010443718544142395)","('python-imaging-library', 0.0015569530880798989)","('data-structures', 0.0017766513996170313)","('numba', 0.00030265835215480724)","('pytest', 0.0017239116810743634)","('sum', 0.0029667691560632194)","('php', 0.00158310492584763)",2018
399,"('integer', 0.0006782708271888126)","('heroku', 0.0025734492671161853)","('slice', 0.0006534577383935051)","('multiprocessing', 0.0018470579265310832)","('windows', 0.0010549179396241615)","('mysql', 0.0015883996130896137)","('scrapy', 0.0018901265229244759)","('k-means', 0.0003062489257386666)","('sql-server', 0.0018175182655438724)","('range', 0.0029989714856879096)","('scipy', 0.0015863111805109425)",2018
400,"('setup.py', 0.000674039322422125)","('lstm', 0.0026795462426790267)","('duplicates', 0.0007120769537466243)","('multidimensional-array', 0.0019768714305467704)","('date', 0.0011794268625464038)","('parsing', 0.0016204723984105736)","('pygame', 0.002087643792792875)","('visual-studio-code', 0.0003108455609393112)","('sqlite', 0.0018403635544899256)","('nltk', 0.0030016547395604956)","('search', 0.0016685409032950861)",2018
401,"('templates', 0.000668699227624114)","('class', 0.0026866811394819752)","('html', 0.0007143546904463459)","('class', 0.002026518012283214)","('discord', 0.0012742852545184096)","('recursion', 0.0016214647151361243)","('set', 0.0020880320198164736)","('django-rest-framework', 0.0003164036975680392)","('python-multiprocessing', 0.0018545322580764572)","('neural-network', 0.003077658046995983)","('pyqt', 0.001704903933035331)",2018
402,"('vector', 0.0006669744744584236)","('subprocess', 0.002733161481441395)","('regression', 0.0007178927840940378)","('kivy', 0.002044976771044373)","('api', 0.0012776497876839095)","('xml', 0.001632334155321073)","('parsing', 0.0021385089924641416)","('matlab', 0.0003488681434336281)","('xlsxwriter', 0.0018872043834379905)","('parsing', 0.0031865309639262616)","('api', 0.0017701673226986005)",2018
403,"('pillow', 0.0006608202278045087)","('kivy', 0.0027637020397958453)","('timestamp', 0.0007281104055817175)","('multithreading', 0.0022429623351056475)","('python-asyncio', 0.0013213100422153983)","('sockets', 0.0017114835183652491)","('sqlalchemy', 0.0022247075950625273)","('logistic-regression', 0.00036361902437896063)","('pygame', 0.001887340560640818)","('printing', 0.0031956394545569608)","('urllib', 0.0017779148024378042)",2018
404,"('bigdata', 0.000658793432044845)","('sockets', 0.002794328166490672)","('c++', 0.0007520053737858384)","('for-loop', 0.0022721962549421193)","('user-interface', 0.001430453292491696)","('user-interface', 0.001775445403884455)","('series', 0.002406241955144673)","('xgboost', 0.0003792456393350633)","('image-processing', 0.0018877910858941384)","('while-loop', 0.0032771069175468095)","('lxml', 0.0018879722162866198)",2018
405,"('max', 0.0006505199860969899)","('celery', 0.0028156250727659014)","('count', 0.0007644438995783363)","('random', 0.002347859506662782)","('xpath', 0.0014711299864812375)","('kivy', 0.0019023956625885618)","('recursion', 0.002453724890000863)","('audio', 0.00040172149488612786)","('pyqt4', 0.0019416680343361061)","('count', 0.0033505921434083302)","('pyqt5', 0.0019541915174206507)",2018
406,"('django-orm', 0.0006498922783043323)","('image', 0.002850602398315799)","('statistics', 0.0009279873577190533)","('nlp', 0.0024630946778858996)","('flask-sqlalchemy', 0.0014777223564226736)","('numpy-ndarray', 0.001955484364131076)","('selenium-webdriver', 0.0025460403543091327)","('sparse-matrix', 0.0004067342705110779)","('macos', 0.001964117679444194)","('indexing', 0.0034177614147956918)","('webdriver', 0.0019749067362202443)",2018
407,"('ubuntu-16.04', 0.0006467665035542155)","('raspberry-pi', 0.0028636199995658966)","('database', 0.0009679097175123205)","('computer-vision', 0.0025145844157675084)","('csv', 0.0015968119500363181)","('subprocess', 0.002014508581748067)","('numpy-ndarray', 0.002546248194082335)","('regression', 0.00040685612862156304)","('selenium-chromedriver', 0.0019795211238937227)","('replace', 0.0035587186610930126)","('jinja2', 0.0019902308008971055)",2018
408,"('loss-function', 0.0006455692995042003)","('sqlalchemy', 0.0029145190455421664)","('numpy', 0.0009708065549189227)","('apache-spark', 0.0025396735440315213)","('sqlite', 0.0016355082668855418)","('random', 0.0021408350941226903)","('replace', 0.002618370333665073)","('dask', 0.0004495160544648665)","('python-import', 0.0021154989627521284)","('itertools', 0.0037619432081200804)","('bash', 0.002073440116293418)",2018
409,"('aiohttp', 0.0006408136776039491)","('conv-neural-network', 0.002917913975501894)","('java', 0.0009797093265913961)","('pytorch', 0.002619112448921775)","('datetime', 0.0016376082225540638)","('class', 0.002155016561787818)","('slice', 0.0026747487753520783)","('curve-fitting', 0.00045285932942621494)","('sockets', 0.002156206744267852)","('counter', 0.003804711250586104)","('machine-learning', 0.0021010856025993375)",2018
410,"('google-cloud-storage', 0.0006367721957435097)","('postgresql', 0.0029478056278858956)","('flask', 0.000988483312592536)","('selenium-webdriver', 0.0026475398703636995)","('selenium-chromedriver', 0.0016528638861192635)","('algorithm', 0.002182868749835587)","('class', 0.0026850996008503073)","('c++', 0.0004584702943601958)","('multiprocessing', 0.0021811285621970416)","('object', 0.003886770599594034)","('web-crawler', 0.0021124343047814412)",2018
411,"('tcp', 0.0006351314826411793)","('multithreading', 0.0032471435014470485)","('data-analysis', 0.00106550005225508)","('c++', 0.0030410529225717406)","('sql', 0.0016802038415868101)","('list-comprehension', 0.0022844787104190057)","('if-statement', 0.002793699201418318)","('linear-algebra', 0.00048177747258253806)","('pyinstaller', 0.0022131232171939243)","('data-structures', 0.004069256506503215)","('date', 0.002136971254887681)",2018
412,"('text-files', 0.0006342620832821763)","('anaconda', 0.0033341766996200202)","('docker', 0.00110952997601823)","('anaconda', 0.003091069519983145)","('multi-index', 0.0016872679021811637)","('indexing', 0.002335492520978952)","('file', 0.0028593049472443646)","('jupyter', 0.0004969718656066965)","('anaconda', 0.0022631009802007718)","('random', 0.004244191035225657)","('file', 0.002358432876134695)",2018
413,"('pyside', 0.0006299994782314097)","('pycharm', 0.003373301393147616)","('join', 0.0012058992026497658)","('pyspark', 0.0030999502822451866)","('sockets', 0.0017073278979175778)","('file', 0.0023936361064805815)","('vectorization', 0.0029142294929115613)","('pytorch', 0.0005187649303874426)","('odoo', 0.0022800592966686147)","('deep-learning', 0.004304775771780874)","('jupyter-notebook', 0.002437088710918135)",2018
414,"('uwsgi', 0.0006260391886750607)","('c++', 0.003514880395373681)","('pivot', 0.0012192229349469947)","('function', 0.003295112222795694)","('kivy', 0.0018077941196464466)","('multidimensional-array', 0.002758177292711808)","('pandas-groupby', 0.0029600703157383833)","('geopandas', 0.0005681754070133858)","('xml', 0.0024358920385843174)","('duplicates', 0.0046809321476819704)","('flask-sqlalchemy', 0.0026936825267606054)",2018
415,"('popen', 0.0006246552003287187)","('image-processing', 0.003603652578126426)","('sqlalchemy', 0.0012400663729393447)","('algorithm', 0.003325693878097502)","('html', 0.0018208545253320637)","('pygame', 0.0028141612927106213)","('nested', 0.0030810395161343417)","('statsmodels', 0.000576070130289405)","('openpyxl', 0.002542919965287337)","('key', 0.00489101403467802)","('apache-spark', 0.0027750578538311907)",2018
416,"('mnist', 0.0006228187926603051)","('windows', 0.00364911757525738)","('filter', 0.001256829391699809)","('loops', 0.0033362639569716373)","('discord.py', 0.0018588842189918519)","('scrapy', 0.002859024023703041)","('append', 0.0032180686820306582)","('jupyter-notebook', 0.0005810530482329169)","('kivy', 0.0027351622610914785)","('class', 0.005278770145802261)","('url', 0.0031408512267720964)",2018
417,"('output', 0.0006212296518887767)","('amazon-web-services', 0.0037002363329921187)","('nan', 0.0013489064628220064)","('jupyter-notebook', 0.00356911856844083)","('multithreading', 0.0019103677415094496)","('html', 0.002882480193970508)","('algorithm', 0.003457315189600463)","('interpolation', 0.0005832486664780582)","('scrapy', 0.0028939057663321804)","('if-statement', 0.005417514346624427)","('unicode', 0.0031846649904824728)",2018
418,"('flask-restful', 0.0006189648578959269)","('django-templates', 0.003743704946906683)","('plot', 0.001400824186651353)","('plot', 0.0036480583420076774)","('parsing', 0.001957083436825124)","('tuples', 0.0030134455427300896)","('multidimensional-array', 0.003760146725886788)","('bokeh', 0.00061209436762261)","('linux', 0.003131292754325105)","('iteration', 0.005603458776070525)","('sqlalchemy', 0.0032010561002580374)",2018
419,"('proxy', 0.0006154931193452584)","('selenium-webdriver', 0.0037475254170848712)","('conv-neural-network', 0.0015522551577720623)","('pygame', 0.003672158846271027)","('xml', 0.0019975236099778913)","('sqlalchemy', 0.0032650850991323235)","('split', 0.0038706282988179162)","('plotly', 0.0007099563744626175)","('html', 0.003259296889863127)","('algorithm', 0.005647675913459355)","('text', 0.003241623842603788)",2018
420,"('signal-processing', 0.0006129605792302477)","('docker', 0.0037571858783256805)","('apply', 0.0016551598078584345)","('lstm', 0.00421381209806007)","('subprocess', 0.00209469627307629)","('selenium-webdriver', 0.0033867141690835235)","('random', 0.00407761618852889)","('heatmap', 0.0007835304103006384)","('sql', 0.003330108884643536)","('nested-lists', 0.006460839908290052)","('selenium-chromedriver', 0.0033721414705958444)",2018
421,"('reinforcement-learning', 0.000607349931931127)","('linux', 0.0037937855551807937)","('csv', 0.001667758738135209)","('conv-neural-network', 0.004329874589763234)","('class', 0.0022349971636161895)","('matrix', 0.0034147317016626293)","('apache-spark', 0.004257179787961696)","('colors', 0.0008095858001772211)","('windows', 0.0037459635228014)","('split', 0.006659253024806942)","('seaborn', 0.0034882420666882954)",2018
422,"('github', 0.0006064828308167884)","('mysql', 0.003911943137732218)","('data-science', 0.0016847170173235441)","('web-scraping', 0.004331534865309045)","('apache-spark', 0.0022477910450476022)","('sorting', 0.0034694226419344338)","('merge', 0.0043554624646553975)","('statistics', 0.0008240731132149249)","('mysql', 0.003954938089923655)","('set', 0.007155220276757538)","('xpath', 0.0035270986974353016)",2018
423,"('cryptography', 0.0006051762832776598)","('scrapy', 0.004118729448995241)","('lstm', 0.0017124765469032496)","('pyqt', 0.0046737549608185545)","('group-by', 0.002259621151541268)","('function', 0.003839197517156079)","('list-comprehension', 0.004461127294073505)","('sympy', 0.0009323855995213414)","('machine-learning', 0.004000794957149003)","('recursion', 0.00751847267383025)","('pyspark', 0.0037066885104319724)",2018
424,"('heatmap', 0.0006034724000370911)","('pygame', 0.004156746187958523)","('pivot-table', 0.0017569079728863154)","('matrix', 0.004685061610908467)","('merge', 0.0026847131240946382)","('for-loop', 0.004293313642017692)","('flask', 0.004473774241874692)","('vectorization', 0.000954442302720332)","('multithreading', 0.004018528088641436)","('file', 0.00955401320483766)","('scikit-learn', 0.003963716323315648)",2018
425,"('hadoop', 0.0006000133660844976)","('python-requests', 0.004329006656819376)","('date', 0.001794185707160887)","('image-processing', 0.004709220666175169)","('pygame', 0.002937369829084891)","('pyqt5', 0.0043025766192268155)","('function', 0.00490517265907455)","('data-science', 0.0009721987401856164)","('pyqt', 0.0040345623149375814)","('append', 0.009637872946389403)","('xml', 0.004167563562743135)",2018
426,"('twisted', 0.0005983803065565973)","('pyqt5', 0.004446074913463721)","('dask', 0.0018242730822380308)","('pyqt5', 0.004760030968043352)","('scrapy', 0.003187795058817211)","('pyqt', 0.004407055200803944)","('performance', 0.005303408103533512)","('bar-chart', 0.0010328967249350661)","('pandas-groupby', 0.00432014055312119)","('scikit-learn', 0.010136520437561233)","('plot', 0.005566786343514905)",2018
427,"('pypi', 0.000596004907696622)","('web-scraping', 0.004502710553444332)","('javascript', 0.002005803126778625)","('beautifulsoup', 0.004780251630245412)","('string', 0.0034368352227943217)","('loops', 0.004875601317810616)","('csv', 0.005517217122290842)","('visualization', 0.001064707193168795)","('subprocess', 0.004547754920619661)","('machine-learning', 0.010143366433705477)","('nltk', 0.005690657293854664)",2018
428,"('ocr', 0.000591473650781398)","('beautifulsoup', 0.004591075326562552)","('neural-network', 0.00220719248040713)","('selenium', 0.005396783408506211)","('pyspark', 0.003534266788286893)","('seaborn', 0.00488349720331215)","('pyspark', 0.00580846907065404)","('3d', 0.0011034486921120549)","('selenium-webdriver', 0.005036460908150712)","('datetime', 0.010963109016335282)","('nlp', 0.007101612121714032)",2018
429,"('concurrency', 0.0005835155034493295)","('pyqt', 0.004956558067633241)","('apache-spark', 0.002673386178754015)","('string', 0.0060407556254609505)","('excel', 0.004017844949735194)","('python-requests', 0.004911322283494713)","('tuples', 0.006392078349496655)","('discord', 0.001290575472840346)","('sqlalchemy', 0.0051173802747521415)","('excel', 0.012542873782095315)","('split', 0.007171254008257398)",2018
430,"('permutation', 0.0005763330405794596)","('django-views', 0.005046607734108211)","('time-series', 0.0032011141878331827)","('regex', 0.006214518412339541)","('sqlalchemy', 0.004018086115937754)","('csv', 0.005188712880117314)","('matrix', 0.006566894142929284)","('python-asyncio', 0.0012991842862066986)","('scipy', 0.005454944255816099)","('regex', 0.012629323587921432)","('scrapy', 0.008009927013212712)",2018
431,"('scripting', 0.0005719259953685101)","('django-forms', 0.005094150568556883)","('series', 0.0032882461989417826)","('dictionary', 0.008032488986763096)","('selenium-webdriver', 0.004146600184957355)","('web-scraping', 0.0068523698923867865)","('selenium', 0.006910533460696892)","('sqlalchemy', 0.0014391385777322513)","('web-scraping', 0.008968608693666173)","('nested', 0.012871533742829438)","('python', 0.00815168145646582)",2018
432,"('decision-tree', 0.0005707089961073184)","('pip', 0.005406401890141752)","('multi-index', 0.0033343424585531526)","('flask', 0.009578539114074703)","('pyqt', 0.004531197494860123)","('beautifulsoup', 0.007623540040650355)","('sorting', 0.007312158727089036)","('time-series', 0.0014697488027099045)","('opencv', 0.008986513178423385)","('keras', 0.01291910427235849)","('selenium-webdriver', 0.008567817311423719)",2018
433,"('xml-parsing', 0.0005626157444362973)","('neural-network', 0.005841191299202602)","('indexing', 0.0034443070582845566)","('neural-network', 0.009726827629594401)","('pyqt5', 0.004635993106856395)","('json', 0.008139831118759988)","('web-scraping', 0.007363416252688243)","('graph', 0.001992778829629078)","('datetime', 0.00939104979707186)","('function', 0.01312825812231431)","('replace', 0.010167180908897379)",2018
434,"('cx-oracle', 0.0005623263688462191)","('javascript', 0.006925773077733072)","('deep-learning', 0.003513410748918729)","('scikit-learn', 0.009989898609201568)","('python-requests', 0.005342981319521426)","('plot', 0.008670167988812186)","('beautifulsoup', 0.007736115365137471)","('discord.py', 0.002106619383084641)","('python-requests', 0.010108025164777917)","('django', 0.016169585766978353)","('python-3.x', 0.011090260637581704)",2018
435,"('powershell', 0.0005602001372732763)","('machine-learning', 0.007208943663040287)","('pyspark', 0.0035366695555657255)","('python-2.7', 0.010939620870666297)","('dictionary', 0.006024695463864328)","('selenium', 0.00901198276882666)","('loops', 0.00787647974382981)","('histogram', 0.002177022705710893)","('excel', 0.010578615228325082)","('list-comprehension', 0.019666376985197034)","('javascript', 0.011583217204821463)",2018
436,"('text-classification', 0.0005542936080453675)","('html', 0.0074537460263637174)","('excel', 0.004134400960830424)","('opencv', 0.011079790558275541)","('pandas-groupby', 0.007144871044881954)","('string', 0.009487130397322217)","('for-loop', 0.009361536164200207)","('animation', 0.002227277862718313)","('pip', 0.010681968439385497)","('tensorflow', 0.023854816698786047)","('parsing', 0.012104571732947912)",2018
437,"('firefox', 0.0005517486722942585)","('deep-learning', 0.008171175501005396)","('merge', 0.004339770984828971)","('scipy', 0.011374787161634174)","('json', 0.008582514482299106)","('flask', 0.010077028835937194)","('indexing', 0.009398684578198608)","('data-visualization', 0.00224968384078286)","('selenium', 0.010959827188459025)","('sorting', 0.025275711523696783)","('python-requests', 0.01224303897613252)",2018
438,"('environment-variables', 0.0005437644437047772)","('opencv', 0.010858431555541172)","('group-by', 0.005044756159043821)","('deep-learning', 0.012921204025807025)","('web-scraping', 0.009318340189874454)","('regex', 0.013170399949115464)","('json', 0.013808253544419405)","('pyqt5', 0.005955722249635004)","('beautifulsoup', 0.01115638039246367)","('loops', 0.02716652264527962)","('dataframe', 0.014444162401815501)",2018
439,"('css-selectors', 0.0005144180968675036)","('selenium', 0.011035649284534035)","('datetime', 0.005280895505810265)","('tkinter', 0.015859201643298623)","('selenium', 0.010008685780352435)","('scipy', 0.015048760268507912)","('regex', 0.01434861246054324)","('scipy', 0.00619728830155083)","('flask', 0.012465384102411523)","('for-loop', 0.02796547534408093)","('json', 0.01756333189695883)",2018
440,"('screen-scraping', 0.0005095037740336003)","('django-models', 0.011431143481811717)","('machine-learning', 0.006238883766807779)","('machine-learning', 0.021090422114694668)","('beautifulsoup', 0.010489364832082411)","('tkinter', 0.01824937994759404)","('python-3.x', 0.022121395659470036)","('scikit-learn', 0.006851455107582579)","('python', 0.01728477158014036)","('arrays', 0.0291859220473822)","('html', 0.020226447322073)",2018
441,"('recurrent-neural-network', 0.0005061223886673778)","('django-rest-framework', 0.011985549179594978)","('keras', 0.010035684376692035)","('list', 0.021289330006702124)","('flask', 0.013869021920397982)","('dictionary', 0.02154594936104519)","('string', 0.02418349475289066)","('seaborn', 0.010689914318103016)","('regex', 0.017892676822628566)","('tuples', 0.030155695778939173)","('selenium', 0.022671711823653636)",2018
442,"('tesseract', 0.000500957161321049)","('tkinter', 0.013226487228793413)","('pandas-groupby', 0.012914700791352119)","('arrays', 0.026571244484735294)","('tkinter', 0.01775947731848684)","('list', 0.043696676399519185)","('python', 0.0344522425192269)","('plot', 0.015966215163996465)","('tkinter', 0.018506179044055836)","('json', 0.043039928017116785)","('matplotlib', 0.03351467461660034)",2018
443,"('parameters', 0.0004954369571115079)","('flask', 0.01679073027729104)","('tensorflow', 0.014942430215214755)","('matplotlib', 0.027960286515863568)","('regex', 0.020255730406779002)","('arrays', 0.04545015883898323)","('dictionary', 0.05719860460683713)","('pandas', 0.03508693019877095)","('scikit-learn', 0.021013543102492652)","('string', 0.06528944403561766)","('flask', 0.03356654016824254)",2018
444,"('grid-search', 0.0004847583762706494)","('keras', 0.019659545881957268)","('django', 0.018701288285604)","('keras', 0.03188479066730676)","('python-3.x', 0.038779030858422756)","('python-2.7', 0.050688311089932395)","('arrays', 0.06191159264302244)","('python', 0.04261103827340429)","('numpy', 0.024379075062738554)","('csv', 0.06793453502415914)","('web-scraping', 0.035134418964942425)",2018
445,"('google-cloud-dataflow', 0.0004620674626805631)","('tensorflow', 0.043733162524482075)","('dataframe', 0.1126919991748317)","('tensorflow', 0.06956646131847732)","('pandas', 0.048144309444298525)","('python', 0.06393286737960531)","('list', 0.10737291196471016)","('numpy', 0.043681730120009)","('python-3.x', 0.033540129342427706)","('dictionary', 0.2698311972404636)","('beautifulsoup', 0.04778842420008555)",2018
446,"('webdriverwait', 0.0004277789451045811)","('django', 0.11781246659017193)","('python', 0.22115174713734015)","('numpy', 0.08784643799952857)","('dataframe', 0.0714284853121572)","('matplotlib', 0.0739629639493321)","('numpy', 0.11505130295997677)","('python-3.x', 0.059327327351297574)","('python-2.7', 0.214048562015609)","('pandas', 0.2862135778190328)","('string', 0.07948006161720346)",2018
447,"('apache-beam', 0.0004226624740007751)","('python', 0.35245218125037253)","('pandas', 0.2642993792216592)","('python', 0.11468361457489337)","('python', 0.07700423840425255)","('numpy', 0.11377796706367607)","('dataframe', 0.181108542069506)","('matplotlib', 0.12293369012615114)","('pandas', 0.2503520053816281)","('list', 0.5696986196369686)","('regex', 0.5463925217160968)",2018
0,"('python', 0.8896085669800015)","('pandas', 0.8109235386973415)","('python-3.x', 0.9180995857754364)","('django', 0.9665080551352113)","('numpy', 0.9105799096186613)","('tensorflow', 0.764204803431186)","('dataframe', 0.7313077943270208)","('matplotlib', 0.7841062525238419)","('list', 0.8868755367575183)","('flask', 0.8639177372399305)","('regex', 0.7021634779484781)",2019
1,"('pandas', 0.3027208107431613)","('dataframe', 0.3191458208495073)","('list', 0.03031437973046567)","('django-models', 0.11107727162846873)","('tensorflow', 0.23383672807596173)","('keras', 0.5014248525609466)","('numpy', 0.1439295963139489)","('dataframe', 0.5577154634721733)","('dictionary', 0.37748098422876014)","('html', 0.22845088126785584)","('beautifulsoup', 0.12031597048785614)",2019
2,"('python-3.x', 0.2838072223754877)","('python-3.x', 0.2582986650901532)","('tkinter', 0.026256526699922546)","('django-rest-framework', 0.09853348149999913)","('arrays', 0.16907906364565473)","('machine-learning', 0.15328571923505266)","('list', 0.1103092372564312)","('plot', 0.07811558052172356)","('string', 0.10926835145857147)","('beautifulsoup', 0.18826110317314945)","('web-scraping', 0.1185547749320113)",2019
3,"('dataframe', 0.10210509264579563)","('numpy', 0.05894219997775231)","('regex', 0.023658966545322718)","('pandas', 0.05727995674906921)","('keras', 0.15399736975080983)","('deep-learning', 0.1479527037881057)","('dictionary', 0.062118790399415987)","('seaborn', 0.0655843544651549)","('json', 0.07357333706853987)","('web-scraping', 0.18777969366614644)","('string', 0.09367664470452655)",2019
4,"('django', 0.07860655969103676)","('pandas-groupby', 0.036123487800033965)","('python-2.7', 0.021477637129671164)","('html', 0.050858702388502326)","('matplotlib', 0.11851925076098185)","('neural-network', 0.07377546066782087)","('arrays', 0.0527339461619755)","('tkinter', 0.02591803963536854)","('arrays', 0.07346329244534898)","('json', 0.14642489765317016)","('selenium', 0.08092266108646703)",2019
